chr1	11051	11053	0	0	17	100	5	100	1	100	2	100	2	100	0	0	3	100	5	100	1	100	21	95	2	100	1	100	11	100	2	100
chr1	11054	11056	0	0	3	100	0	0	1	100	0	0	2	100	3	100	7	86	2	100	4	100	1	100	1	100	0	0	1	0	1	100
chr1	11057	11059	0	0	17	82	5	100	2	50	1	100	2	100	2	50	5	80	6	67	0	0	21	86	2	100	3	67	12	67	2	100
chr1	11067	11069	0	0	3	100	0	0	1	100	0	0	2	100	3	100	9	100	4	100	6	100	1	100	1	100	1	100	1	100	1	100
chr1	11081	11083	0	0	17	53	5	80	2	50	1	100	2	100	2	50	5	80	6	33	0	0	21	62	2	100	3	67	12	75	2	0
chr1	11084	11086	0	0	3	67	0	0	2	100	0	0	2	100	3	100	9	44	4	100	6	100	1	100	1	100	2	100	1	100	1	100
chr1	11090	11094	0	0	15	93	5	80	2	100	1	100	2	100	2	100	6	100	6	83	2	100	19	100	2	100	3	100	11	91	2	100
chr1	11104	11106	0	0	3	100	0	0	2	100	0	0	2	100	3	100	9	100	4	100	8	100	1	0	1	100	2	100	1	100	1	100
chr1	11109	11111	0	0	15	93	5	80	3	67	1	100	2	100	2	100	6	100	7	100	2	50	20	85	2	100	3	67	12	92	2	100
chr1	11115	11119	0	0	3	67	0	0	2	100	1	100	2	100	3	100	9	78	4	75	8	100	1	0	1	100	2	100	1	100	1	100
chr1	11120	11122	0	0	15	100	5	100	3	100	1	100	2	100	2	100	8	100	7	71	2	100	20	95	2	100	3	100	12	83	2	100
chr1	11128	11130	0	0	3	100	0	0	2	100	1	100	2	100	3	100	11	100	5	100	8	100	1	100	1	100	2	100	1	100	1	100
chr1	11148	11150	0	0	15	100	5	100	3	100	1	100	2	50	3	67	8	100	7	86	2	100	20	85	2	100	3	33	11	73	2	100
chr1	11156	11158	0	0	3	100	0	0	3	100	1	100	2	100	3	100	12	92	8	100	8	100	1	0	1	100	2	100	1	100	1	100
chr1	11162	11164	0	0	15	93	5	100	3	100	1	100	2	100	3	100	8	100	7	100	3	100	19	84	2	100	4	75	11	100	2	100
chr1	11166	11168	0	0	3	67	0	0	3	100	1	100	4	75	4	100	14	100	9	100	8	100	1	100	1	100	5	100	1	100	1	100
chr1	11183	11185	0	0	14	93	5	100	3	67	1	100	2	100	3	67	8	75	8	88	4	100	17	76	2	100	5	100	11	100	2	100
chr1	11199	11201	1	100	1	0	0	0	3	67	1	100	4	100	4	100	17	76	9	100	8	100	1	100	0	0	5	80	1	100	0	0
chr1	11209	11211	0	0	14	29	5	100	4	100	1	100	2	100	3	67	8	63	8	38	4	100	15	53	2	100	6	83	11	82	2	0
chr1	11225	11227	1	100	1	0	0	0	3	67	2	100	4	50	4	75	18	67	9	67	8	100	1	100	0	0	5	60	1	100	0	0
chr1	11238	11240	1	100	12	92	5	100	4	75	1	100	2	100	3	100	8	100	10	100	6	100	15	87	2	100	6	100	11	91	2	100
chr1	11283	11285	1	100	1	100	0	0	5	100	2	100	4	75	4	100	18	100	10	100	9	100	1	100	0	0	6	100	1	100	0	0
chr1	11296	11298	1	100	12	58	5	100	4	100	1	100	2	100	3	100	9	89	10	100	7	100	15	87	2	100	7	71	11	82	2	0
chr1	11299	11301	1	100	1	0	0	0	5	80	2	50	4	100	4	75	18	94	10	90	9	100	1	100	0	0	6	83	1	100	0	0
chr1	11342	11344	2	100	11	91	5	100	4	75	1	100	2	100	3	100	10	80	12	83	8	100	15	93	2	100	7	100	11	73	2	100
chr1	11345	11347	1	100	1	100	0	0	5	80	2	100	4	75	4	50	18	94	10	100	10	90	1	100	0	0	6	33	1	100	0	0
chr1	11403	11405	2	100	11	91	5	100	4	100	1	100	2	50	4	100	10	90	11	91	8	100	15	80	2	100	7	100	9	89	2	50
chr1	11433	11435	1	100	1	100	0	0	5	80	2	100	4	75	4	100	19	95	10	90	11	91	1	100	0	0	7	100	1	100	0	0
